KOD POCZTOWY;ADRES;MIEJSCOWOŚĆ;WOJEWÓDZTWO;POWIAT
41-811;ul. Kruszyny Kazimierza;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-813;Poczta Zabrze 013 (Helenka), ul. Jordana 54;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-813;Skrytki Pocztowe Poczta Zabrze 013 (Helenka), ul. Jordana 54;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-813;ul. Baczyńskiego Krzysztofa;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-813;ul. Dr Jordana Henryka od 40 do ostatniego, od 21 do ostatniego;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-813;ul. Harcerska;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-813;ul. Jaworowa;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-813;ul. Kruczkowskiego Leona;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;Poczta Zabrze 014 (Grzybowice), ul. Księdza Badestinusa 26;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Czekanowska;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Generała Hallera Józefa;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Generała Komorowskiego-Bora;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Generała Maczka Stanisława;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Generała Okulickiego Leopolda;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Generała Ziętka Jerzego;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Grabowiec;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Kasztanowa;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Kościelna;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-814;ul. Księdza Badestinusa Jerzego;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-815;Poczta Zabrze 015, ul. Roosevelta 20;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-818;Poczta Zabrze 018, ul. Banachiewicza Tadeusza 11;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-818;Skrytki Pocztowe Poczta Zabrze 018, ul. Banachiewicza Tadeusza 11;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-818;ul. Ciołkowskiego Konstantego;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-818;ul. Gagarina Jurija;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-818;ul. Galileusza;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-818;ul. Giordano Bruno;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-818;ul. Heweliusza Jana;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-818;ul. Keplera Jana;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-819;Poczta Zabrze 019, ul. Franciszkańska 21;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-819;ul. Brzozowa;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-819;ul. Chełmońskiego Józefa;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-819;ul. Franciszkańska;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-819;ul. Gałczyńskiego Konstanytego;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-819;ul. Gdańska od 40 do ostatniego, od 27 do ostatniego;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-819;ul. Grunwaldzka;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-819;ul. Hermisza Karola od 2 do ostatniego;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-819;ul. Kruczka Marcelego;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-820;Poczta Zabrze 020 (Maciejów), ul. Wolności 165;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-840;Instytucja ZUS oddział Zabrze, ul. Szcześć Boże 18;Zabrze;śląskie;Miasto Zabrze na prawach powiatu
41-900;Poczta Bytom 001, ul. Piekarska 6;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-900;Skrytki Pocztowe Poczta Bytom 001, ul. Piekarska 6;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;Al. Jana Pawła II;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;Al. Legionów;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;Poczta Bytom 002, ul. Miarki Karola 4;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;Skrytki Pocztowe Poczta Bytom 002, ul. Miarki Karola 4;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Akacjowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Alojzjanów;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Axentowicza Teodora;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Batorego Stefana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Bernardyńska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Bolesława Chrobrego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Browarniana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Brzezińska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Cegielniana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Chłodna;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Chełmońskiego Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Chopina Fryderyka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Chrzanowskiego Ignacego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Cybisa Jana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Didura Adama;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Dojazd;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Doktora Rostka Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Drzymały Michała;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Dworcowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Dworska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Dzieci Lwowskich;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Estreichera Karola;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Fałata Juliana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Floriańska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Fredry Aleksandra;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Głęboka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Gallusa Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Generała Okulickiego Leopolda Niedźwiadka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Generała Pułaskiego Kazimierza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Gliwicka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Grabowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Grottgera Artura;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Gwarecka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Hetmana Czarneckiego Stefana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Józefczaka Antoniego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Jagiellońska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Jainty Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Janasa Wincentego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Jaronia Jana i Nikodema;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Jaworowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Jodłowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kamieńska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kasperka Jana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kasprowicza Jana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Katowicka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kazimierza Wielkiego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Klonowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kościelna;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kochanowskiego Jana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kolejowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Konopnickiej Marii;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kopalniana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Korfantego Wojciecha;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kossaka Juliusza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Królowej Jadwigi;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Krakowska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kraszewskiego Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Krawiecka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kędzierzyńska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Krucza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kruszcowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Księdza Koziołka Karola;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Księdza Szafranka Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kwiatowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Kwietniewskiego Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Lenartowicza Teofila;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Ligonia Juliusza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Ligęzy Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Malczewskiego Jacka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Łagiewnicka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-902;ul. Łużycka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;Poczta Bytom 005 (Bobrek), ul. Zabrzańska 132;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;Skrytki Pocztowe Poczta Bytom 005 (Bobrek), ul. Zabrzańska 132;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;ul. Baczyńskiego Krzysztofa Kamila;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;ul. Bolesława Krzywoustego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;ul. Czackiego Tadeusza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;ul. Czajkowskiego Piotra;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;ul. Glinki Michała;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;ul. Jochymczyka Karola;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;ul. Kolonia Azotów;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;ul. Kolonia Rubież;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-905;ul. Konstytucji od 2 do 76, od 1 do 65;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;Poczta Bytom 006 (Karb), ul. Miechowicka 8;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;Skrytki Pocztowe Poczta Bytom 006 (Karb), ul. Miechowicka 8;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Bobrecka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Borowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Braci Śniadeckich;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Celna od 2 do 4, od 11 do 11;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Falista;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Karlika;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Kołłątaja Hugona;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Kolonia Okrzei;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Konstytucji od 78 do ostatniego, od 67 do ostatniego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Krańcowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Księdza Popiełuszki Jerzego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-906;ul. Łanowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;Poczta Bytom 007 (Szombierki), ul. Podhalańska 9;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Bałtycka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Biskupa Włodarskiego Adriana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Broniewskiego Władysława;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Dywizji Kościuszkowskiej;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Fitelberga Grzegorza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Frycza Modrzewskiego Andrzeja;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Generała Hallera Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Generała Roweckiego Strefana Grota;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Generała Wróblewskiego Zygmunta;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Godulska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Harcerska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Karpacka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Kosynierów;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-907;ul. Krupińskiego Bolesława;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-908;Poczta Oddział UP Bytom 002, ul. Księdza Frenzla Jana 60;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-908;Skrytki Pocztowe Poczta Oddział UP Bytom 002, ul. Księdza Frenzla Jana 60;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;Poczta Bytom 009, ul. Ludowa 2;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;Skrytki Pocztowe Poczta Bytom 009, ul. Ludowa 2;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Adamka Mikołaja;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Apteczna;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Armii Krajowej;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Astrów;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Bratków;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Fabryczna;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Górnośląska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Jałowcowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Kolonia Zgorzelec;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Kolonia Zygmunta;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Konwalii;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Krótka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Krzyżowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Księdza Ściegiennego Piotra;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Księdza Zielińskiego Feliksa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Lelewela Joachima;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-909;ul. Ludowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;Poczta Bytom 010, ul. Głowackiego Bartosza 4;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;Skrytki Pocztowe Poczta Bytom 010, ul. Głowackiego Bartosza 4;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;ul. Bożka Arki;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;ul. Chorzowska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;ul. Cicha;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;ul. Głowackiego Bartosza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;ul. Generała Bema Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;ul. Kołobrzeska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;ul. Księdza Schenka Wacława;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-910;ul. Łączna;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-914;Poczta Bytom 014, ul. Strzelców Bytomskich 128;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-914;ul. Celna od 1 do 9, od 13 do ostatniego, od 6 do ostatniego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-914;ul. Dąbrowa Miejska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-914;ul. Generała Sikorskiego Władysława od 10 do ostatniego, od 9 do ostatniego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-914;ul. Hajdy Wawrzyńca;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-914;ul. Leśna;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-914;ul. Magdaleny;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-915;Poczta Bytom 015 (Szombierki), ul. Orzegowska 38;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-916;Poczta Bytom 016, ul. Witczaka Jana 46;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-922;Poczta Radzionków 001, ul. Księdza Knosały 63;Radzionków;śląskie;Powiat tarnogórski
41-922;Skrytki Pocztowe Poczta Radzionków 001, ul. Księdza Knosały 63;Radzionków;śląskie;Powiat tarnogórski
41-923;Poczta Bytom 023 (Miechowice), ul. Nikła pawilon E;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;Skrytki Pocztowe Poczta Bytom 023 (Miechowice), ul. Nikła pawilon E;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. 8 Marca;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Alberta;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Asnyka Adama;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Bławatkowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Barlickiego Norberta;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Bluszczowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Bogusławskiego Wojciecha;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Brzask;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Bukowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Chłopska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Chroboka Ludwika;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Cisowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Długosza Jana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Daleka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Dembowskiego Edwarda;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Dolna;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Dolnośląska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Dębowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Drobczyka Emanuela;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Droga Ewy;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Droga Tomasza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Dzierżonia Jana;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Elektrownia;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Elsnera Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Energetyki;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Felińskiego Alojzego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Feliksa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Francuska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Generała Andersa Władysława;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Generała Dąbrowskiego Henryka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Gołąbka Pawła;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Gruntowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Hutnicza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Jaśminowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Jaskółcza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Jesionowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Karbowska;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Kasztanowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Księdza Bończyka Norberta;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Księdza Frenzla Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Leszczynowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Lipowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-923;ul. Łaszczyka Józefa;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-925;Poczta Bytom 025, ul. Łużycka 12;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-926;Poczta Bytom 026, ul. Parkowa 2;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-926;Skrytki Pocztowe Poczta Bytom 026, ul. Parkowa 2;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-927;Poczta Bytom 027, ul. Księdza Prymasa Hlonda Augusta Pawilon B;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-933;Poczta Bytom 018, ul. Narutowicza Gabriela 16;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-933;Skrytki Pocztowe Poczta Bytom 018, ul. Narutowicza Gabriela 16;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-933;ul. 11 Listopada;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-933;ul. Graniczna;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-933;ul. Gwarków Tarnogórskich;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-933;ul. Komisja Edukacji Narodowej;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-933;ul. Księdza Leszczyka Antoniego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-933;ul. Księdza Prymasa Hlonda Augusta;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-933;ul. Legnicka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-935;Poczta Bytom 020, ul. Strzelców Bytomskich 379;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-935;Skrytki Pocztowe Poczta Bytom 020, ul. Strzelców Bytomskich 379;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-935;ul. 9 Maja;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-935;ul. Blachówka;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-935;ul. Długa od 24 do ostatniego, od 27 do ostatniego;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-935;ul. Drzewna;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-935;ul. Górnicza;Bytom;śląskie;Miasto Bytom na prawach powiatu
41-935;ul. Galmanowa;Bytom;śląskie;Miasto Bytom na prawach powiatu
